Accession,Latitude,Longitude,perc_cov,avg_depth
SRR12685684,46.87153,-91.10558,56.92699847058989,3.4248225884346275
SRR12685685,46.89501,-91.09353,74.28218874735094,5.579131608558046
SRR12685686,46.94913,-91.10256,81.05726584186519,10.204745813719207
SRR12685687,46.9443,-90.99678,82.4313241533323,13.300944820977554
SRR12261227,43.099,-89.405,76.59590054348469,2.1091068192545785
SRR8561390,51.7874,104.9391,81.74267238465809,7.7551133411577275
SRR8561391,51.7874,104.9391,83.14689296096705,11.194355698083859
SRR7054680,47.3,8.57,87.5319537894083,11.598532997359323
SRR7054681,47.3,8.57,91.57479237870442,30.721034001702446
SRR6475631,47.3,8.57,88.87856916408742,21.039658372413506
SRR6475632,47.3,8.57,92.55367319255551,61.45903402805194
SRR6475633,47.3,8.57,87.8919013117449,15.223559539946885
SRR6201526,41.77,-81.73,92.63603199665349,59.871547898690025
SRR6201524,41.77,-81.73,92.847907120146,85.90956692114284
SRR6201002,43.099444,-89.404444,90.56685174899721,6.0372783853293726
SRR5896114,51.7874,104.9391,84.76027576967726,17.344709407599495
SRR5896115,51.7874,104.9391,84.42626193319181,15.976699207117619
SRR5338504,39.14,-0.65,54.134547454388034,3.3643789234484265
SRR5260500,43.1998,-86.5698,69.77379905682484,2.6926212477697997
SRR5260499,43.1998,-86.5698,84.18890049902338,4.215064131251343
SRR5260498,43.1998,-86.5698,73.403287132783,3.321767680941606
SRR5260496,43.1998,-86.5698,91.38455210705072,120.33185900285038
SRR5260495,43.1998,-86.5698,92.71138128178517,136.32926271108943
SRR5260494,43.1998,-86.5698,91.61424571231736,125.26844165083594
SRR5260448,43.1998,-86.5698,92.38807948726088,73.60817693527147
SRR5260447,43.1998,-86.5698,90.10193921054304,36.10327973760216
SRR5260446,43.1998,-86.5698,93.40165153763589,80.01433257334287
SRR5211163,45.4091,-72.0994,62.339042719047136,4.144518388336478
SRR3184720,43.92,-122.81,50.54592180741099,2.198672382299564
ERR4011038,59.8376,18.6203,89.18900159510603,11.578633716113545
ERR4011037,59.8376,18.6203,90.27444922653521,16.293009312164312
ERR4011035,59.8376,18.6203,89.97438950777122,14.601030035509186
ERR4011034,59.8376,18.6203,88.9904427888484,11.74207912867012
ERR4011033,59.8376,18.6203,91.19604482379441,26.840268803087312
ERR4011032,59.8376,18.6203,91.02364135760168,21.0879529906425
ERR4011031,59.8376,18.6203,90.13589018031195,14.988911839546619
